sentence,sentiment
We machine wash and line dry,0
This is a gorgeous shirt,1
"It is very well made, fits well and washes beautifully",1
"The fabric has very fine lines of purple and blue for a very subtle, mostly white, plaid",1
The shirt comes out of the dryer ready to wear,1
"It is not slim fit, but regular fit",0
"Next time my hubby needs a dress shirt, we will definitely order another",1
"This shirt is a nice, basic white dress shirt",1
The fabric is a little thin,2
"I don't normally like wearing an undershirt but with this one, I would recommend it",2
The rest is fine,1
"The fit, for me, is fine",1
"It is a little slim, but I also gained a little weight",0
It washes well and irons nicely,1
Fits as expected and the design is classic dress shirt,1
Crisp white color and the stitching is high quality,1
I also like the material very much too,1
It feels good yet holds its shape well even with no or very minimal starch and it is not too thin i,1
not see through at all,1
Pinpoint weave,1
Thi s white cotton dress shirt is ideal for the office,1
It isnicely constructed and true to size,1
I like the double pleat int eh bck and the rounded hem,1
The fabric is light and a bit transparent,2
Undershirts are visible underneath,0
It launders nicely and is a nice quality business essential,1
"This is more of a basic dress shirt, was hoping for a more modern/smooth fit",2
"The collar feels like it's on the larger side for the size, and the arms where the connect feel like they are a bit restricting, not a great fit, ends up being a bit boxy",2
The fabric pattern is subtle but nice,1
Fits well and looks great,1
"It's a bit stiff, and even after some dry-cleaning there isn't much give",2
The material and the cut are similar to more expensive brands from major department stores,1
No way anyone would guess this is an Amazon Essentials brand shirt,1
"I will be ordering more as they are great for office, church or going out",1
The neck fits me perfectly,1
The sleeves are too long,2
The length of the shirt tails is ideal,1
The diameter of the chest is too large,2
"A shame, as the check pattern is perfect, the construction is sound, and the buttons are neatly and tightly sewn on",1
"Nice quality construction, with good attention to finish details",1
"The fabric is attractive, and the spread collar works well with or without a tie",1
"It is amply cut across the belly, so if you prefer a trim or athletic fit, this is not for you",0
Very nice and crisp dress shirt,1
The tattersall plaid pattern is subtle,1
"However, I think the shirt fits a size too small, or maybe I am a size too big?",2
"Anyway , it has a really nice feel, 100% cotton",1
"An 18"" neck and a 36""37"" arm shouldn't have a chest/waist size for a 120 lb man",2
"These shirts were off the chart small, except in the neck and arm length",2
This could have been a Arrow shirt in the 1960s,0
Old school / classic mens' dress shirt,0
"Medium weight fabric, traditional cut and decent fabric",1
Should be good for many wearings,1
This is a well-made shirt,1
"subtle, tattersall pattern with purple lines, appropriately labeled ""essential""",1
Certainly versatile and comfortable,1
Can be worn with slacks or jeans,1
Good price too,1
This runs a bit big as often happens with Amazon shirts,2
It's a nice dress shirt in a comfortable fabric,1
The collar does not button down,2
"The fabric is bit thin, slightly see-through",2
A classic fit that?s not billow-y,2
What a concept,0
This fits great,1
Amazon clothing is on par with most mall/department store/big box retail in terms of quality,1
Great value,1
A white button down shirt is a staple in the wardrobe of many men,1
This fits the bill,1
It fits as expected and looks as pictured,1
Solid shirt,1
I have not had good luck finding a really nice dress shirt online,0
"Usually the fabric is too thin, the cut is too narrow, etc",0
This fits the bill perfectly,1
This shirt is a great fit for my husband,1
true to size,1
"He says it is comfortable and easy care, wrinkle-free",1
We've washed it a few times and it looks great,1
"Good price conscience shirt for my slender, tall sons",1
"It's a little thin in the fabric, but is fine with an undershirt",0
"Comfortable fabric, well-made",1
The pattern is nice and the colors subdued,1
Will wash easily and seems durable overall,1
Very nice quality for the price,1
Great work shirt,1
"The  34/35 is about one inch longer, really a 35/36 and more on the 36"" length",2
"Otherwise a great looking shirt, especially for the price",1
Fit perfectly and made with quality material,1
These shirts are the best dress shirts for work,1
I bought 10 of them,1
They don?t cost that much so you can buy plenty and not worry about throwing one away if you stained it,1
Very nice quality dress shirt,1
Goes with Levi?s and or slacks and fits very nice with a vest and tie,1
Perfect fit after measuring,1
The shirt did not leave much room and I had to order a size larger than normal and it still did,0
This is a great shirt for the price,1
Needed them for funeral,0
color was what we needed,1
Like,1
For me,1
Stuff is really nice but the color is too light,0
I love being able to get a shirt with a choice of sleeve length as I have short arms,0
I'm a 17,0
"5 "" neck and only 5'9"" tall so usually end up with shirts tailored for a gorilla",0
These shirts fit,1
Are well made summer weight shirts,0
I usually pay twice the price at M&amp,0
"S, and the sleeves never fit",0
I have all 4 choices for this reason and wish they did more,0
Very good quality shirt,1
little on the large side but very comfortable,1
One problem however is that the sleeves are really long and I have fairly long arms,2
Great when rolled up but I will need arm braces to wear under a suit,2
Paul,0
Really good fit,1
Fits round my stomach nicely which not all shirts do,1
Arms fit well and are of a generous fit,1
Nice finish hopefully will wear well,1
I am long in the body so 37??sleeve gives you a much longer shirt to fit in the waist,0
Great fit and great material and very smart collar,1
"Very happy , i have the set ie 4 shirts",1
Recommend,1
I have lots of coloured shorts but this allowed a sensible price short in white wrinkle free well easier to iron,1
Fits well and feels comfy,1
Nice looking well made shirt,1
Washes well and dries fairly crease free,1
I hate ironing,0
Few minutes in tumble dryer on decrease setting and it?s ready to wear again,1
Very Good Quality and Very Good Presentation,1
I feel very well with it,1
I will buy some more,1
Love this shirt very nice quality and a good fit looked very smart sadly it was ordered for a funeral,1
The sleeves on this shirt were really short and the fit on the body was boxy,2
Not sure who this would actually fit,2
The shirt looks very good,1
It is to be sent as a present so can't say how it fits yet,0
Great value for money,1
Great fit,1
Washes well,1
Looks very nice on too,1
Good shirt but the delivery service was terrible,2
Bought for my dad,0
They're his favourite shirts,1
good material good value great thank you,1
Good fit round my larger body,1
Feels like good quality but not worn yet as using short sleeves,1
"OMG, what a brilliant quality/ fit shirt for knocking around in",1
You could easily wear it with a suit and tie if you don?t mind a single cuff,1
Well made,1
Smaller than a 4x should be,2
Tight round chest,2
My other 4x fits fine,0
Beautiful blue shirt ?,1
Greatly value for money and a perfect fit,1
Quality,1
Excellent fit,1
And goes with my suit,1
Smooth and comfy,1
Haven?t wished it yet so don?t know post wash condition,0
I'm not sure what others are complaining about regarding the sizing,0
"It fits my fat belly perfectly well, and I received exactly what i was expecting",1
Neck size 18,0
5 matches up very well with other shirts I have of that size,1
More than enough room in the body,1
This is not slim-fit at all,1
"Material seems a little flimsy, but not too bad",0
Certainly nothing to complain about for the price,1
We'll see how well and long it lasts,0
"Any better than 6 months and I'd say it's worth the money, though I'd rather spend more for something that will last longer",0
Only complaint is that there are little plastic bits in the collar to keep it pointed,2
"My collar only had one of these in place, as the little pocket for them is left open on one end",2
Must have fallen out somewhere along the way,2
These shirts are a really good deal,1
"They fit as expected, though they're a little long",0
"Shouldn't pose a problem, though",0
"Material is nice, will probably work well in the warmer weather",1
"It looks sharp, will do very nicely for the office",1
Wish there was some way to be notified when the other colours I want in my size come back in stock,0
This product appears and feels on the cheap side,1
"But for $26 it is not bad, I just expected more",2
"If Amazon Essentials were to come out with a premium line, that likely would be better",0
"Would I purchase again, no",2
I have not tried other AE clothing products and not sure I would further,2
My wrinkle free non iron shirt arrived rolled up in a ball in a very small bag,2
see photo,0
Terrible packaging by amazon had to pay $5 for dry cleaning to get all the wrinkles out,2
So much for wrinkle free,2
Very nice shirt,1
"Given its low price, I was expecting only a reasonably made product, but the quality of the shirt actually exceeds my expectation",1
The colour of the real thing is darker than the picture and looks better in real thing,2
this is the regular size that I take but the body on these shirts was a little bit narrower than all my others,2
"Also, it was not as wrinkle free as I had hoped and collar absorbs neck skin oil very quickly",2
I AM USED TO BUYING SHIRTS BY LARGE XLARGE OR XXLARGE - FOUND IT VERY HARD TO BUY BY NECK SIZE TO HAD TO RETURN AS IT TURNED OUT TO ONLY A SMALL SIZE,2
Love it,1
I like that fact that I can choose a shorter sleeve,1
I wear medium size shirt from local store,0
Usually the sleeves are too long,0
"Very good shirt for the price, sleeve is a bit too long but other than that don?t hesitate",1
Very excellent well priced shirt,1
Doesn't shrink,1
Perfect size,1
Nice clean business casual shirt,1
Collar doesn't curl up after wash,1
So  I will repeat purchases,1
Cotton is decent but not great by any means,0
At the price point that this shirt sells at I give it a pass though,1
Es una camisa 100% algodÃ³n de muy buena calidad,1
Great shirt winklefree after wash,1
Tailored well with stiffness around neck and wrists as expected,1
fabric is very thin and translucent [see through],2
Not a problem for me as I keep my coat on when visiting clients,0
Great,1
Too small,2
Perfect and have done 2 washes,1
has kept up,1
I feel the sleeves are about a inch short,2
A+,1
A little tight in the chest given the neck and sleeve size,2
Good price,1
Overall a nice shirt,1
Fits as expected and washes wrinkle free,1
Wife is happy,1
"Consegna perfetta, camicia elegante, buon cotone",1
Parfait selon monchoixo,1
"Fit is perfect, material is perfect",1
"Good quality, perfect fit, great price",1
I am very happy with this purchase,1
This is one of the best clothing items I've ordered on Amazon,1
Nice shirt and material however it was too small,0
Good value for the price,1
nice shirt,1
Passt wie erwartet,1
Two shirts ordered fit well,1
Two did not fit at all,2
"Semble de bonne qualitÃ©, col avec baleines ce qui n'est plus courant",1
Taille bien,1
A voir la tenue dans le temps aprÃ¨s lavages,0
"NÃ©anmoins le ""Guide des tailles"" Amazon n'est pas claire",2
i like that there was no pins and packing,1
Good value,1
Great value,1
Fit perfectly,1
Ok,1
"Fit well, good quality",1
It is good,1
?ã??¯ç§ã ?ã?ªï¼,0
å°ãå¤§ã?ãè¨±å®¹ç¯?²ã§??,0
?¨ã¦?è½?¡ç??è²?§ã??,0
æ´æ¿¯?ã?ã?ã?ã«?ªã?¥ã?ã§??,0
